project name, file path, num of dependency classes, num of mocked classes
struts,/core/src/test/java/com/opensymphony/xwork2/interceptor/annotations/AnnotationWorkflowInterceptorTest.java,19,0
struts,/core/src/test/java/com/opensymphony/xwork2/interceptor/annotations/AnnotationParameterFilterInterceptorTest.java,10,0
struts,/core/src/test/java/com/opensymphony/xwork2/ognl/SetPropertiesTest.java,20,0
struts,/core/src/test/java/com/opensymphony/xwork2/util/StrutsLocalizedTextProviderTest.java,20,0
struts,/core/src/test/java/com/opensymphony/xwork2/util/UnknownHandlerManagerTest.java,9,0
struts,/core/src/test/java/com/opensymphony/xwork2/validator/StringValidatorTest.java,14,2
struts,/core/src/test/java/com/opensymphony/xwork2/validator/VisitorFieldValidatorTest.java,15,2
struts,/core/src/test/java/com/opensymphony/xwork2/validator/AnnotationActionValidatorManagerTest.java,27,2
struts,/core/src/test/java/com/opensymphony/xwork2/validator/DefaultValidatorFactoryTest.java,3,0
struts,/core/src/test/java/com/opensymphony/xwork2/validator/ExpressionValidatorTest.java,13,2
struts,/core/src/test/java/com/opensymphony/xwork2/validator/VisitorFieldValidatorModelTest.java,5,2
struts,/core/src/test/java/com/opensymphony/xwork2/validator/RepopulateConversionErrorFieldValidatorSupportTest.java,9,0
struts,/core/src/test/java/com/opensymphony/xwork2/validator/DefaultActionValidatorManagerTest.java,19,0
struts,/core/src/test/java/com/opensymphony/xwork2/validator/DefaultValidatorFileParserTest.java,8,0
struts,/core/src/test/java/org/apache/struts2/RequestUtilsTest.java,4,1
struts,/core/src/test/java/org/apache/struts2/TestConfigurationProvider.java,26,0
struts,/core/src/test/java/org/apache/struts2/action/CspReportActionTest.java,5,2
struts,/core/src/test/java/org/apache/struts2/components/UIBeanTest.java,14,2
struts,/core/src/test/java/org/apache/struts2/components/FormTest.java,16,2
struts,/core/src/test/java/org/apache/struts2/components/ActionComponentTest.java,8,2
struts,/core/src/test/java/org/apache/struts2/components/ComponentTest.java,25,0
struts,/core/src/test/java/org/apache/struts2/components/AnotherActionComponentTest.java,3,0
struts,/core/src/test/java/org/apache/struts2/components/UIComponentTest.java,22,0
struts,/core/src/test/java/org/apache/struts2/components/FormButtonTest.java,5,2
struts,/core/src/test/java/org/apache/struts2/dispatcher/TwoFilterIntegrationTest.java,11,3
struts,/core/src/test/java/org/apache/struts2/dispatcher/DispatcherTest.java,32,4
struts,/core/src/test/java/org/apache/struts2/dispatcher/PrepareOperationsTest.java,6,1
struts,/core/src/test/java/org/apache/struts2/dispatcher/StrutsPrepareAndExecuteFilterIntegrationTest.java,16,3
struts,/core/src/test/java/org/apache/struts2/dispatcher/SessionMapTest.java,14,1
struts,/core/src/test/java/org/apache/struts2/dispatcher/StaticContentLoaderTest.java,8,3
struts,/core/src/test/java/org/apache/struts2/dispatcher/DefaultStaticContentLoaderTest.java,9,3
struts,/core/src/test/java/org/apache/struts2/dispatcher/DefaultDispatcherErrorHandlerTest.java,12,1
struts,/core/src/test/java/org/apache/struts2/dispatcher/mapper/RestfulActionMapperTest.java,5,0
struts,/core/src/test/java/org/apache/struts2/dispatcher/mapper/Restful2ActionMapperTest.java,8,0
struts,/core/src/test/java/org/apache/struts2/dispatcher/mapper/DefaultActionMapperTest.java,16,0
struts,/core/src/test/java/org/apache/struts2/dispatcher/mapper/CompositeActionMapperTest.java,7,1
struts,/core/src/test/java/org/apache/struts2/dispatcher/multipart/JakartaStreamMultiPartRequestTest.java,12,1
struts,/core/src/test/java/org/apache/struts2/interceptor/CoopInterceptorTest.java,7,2
struts,/core/src/test/java/org/apache/struts2/interceptor/TokenInterceptorTest.java,15,0
struts,/core/src/test/java/org/apache/struts2/interceptor/CheckboxInterceptorTest.java,7,0
struts,/core/src/test/java/org/apache/struts2/interceptor/BackgroundProcessTest.java,11,0
struts,/core/src/test/java/org/apache/struts2/interceptor/StrutsConversionErrorInterceptorTest.java,11,0
struts,/core/src/test/java/org/apache/struts2/interceptor/CspInterceptorTest.java,11,2
struts,/core/src/test/java/org/apache/struts2/interceptor/ExecuteAndWaitInterceptorTest.java,30,0
struts,/core/src/test/java/org/apache/struts2/interceptor/ClearSessionInterceptorTest.java,5,0
struts,/core/src/test/java/org/apache/struts2/interceptor/CookieInterceptorTest.java,15,2
struts,/core/src/test/java/org/apache/struts2/interceptor/CookieProviderInterceptorTest.java,7,2
struts,/core/src/test/java/org/apache/struts2/interceptor/DateTextFieldInterceptorTest.java,8,0
struts,/core/src/test/java/org/apache/struts2/interceptor/FileUploadInterceptorTest.java,27,1
struts,/core/src/test/java/org/apache/struts2/interceptor/FetchMetadataInterceptorTest.java,30,2
struts,/core/src/test/java/org/apache/struts2/interceptor/MessageStoreInterceptorTest.java,16,4
struts,/core/src/test/java/org/apache/struts2/interceptor/MultiselectInterceptorTest.java,6,0
struts,/core/src/test/java/org/apache/struts2/interceptor/CreateSessionInterceptorTest.java,8,0
struts,/core/src/test/java/org/apache/struts2/interceptor/ServletConfigInterceptorTest.java,22,14
struts,/core/src/test/java/org/apache/struts2/interceptor/I18nInterceptorTest.java,21,3
struts,/core/src/test/java/org/apache/struts2/interceptor/RolesInterceptorTest.java,5,0
struts,/core/src/test/java/org/apache/struts2/interceptor/CoepInterceptorTest.java,9,2
struts,/core/src/test/java/org/apache/struts2/interceptor/MessageStorePreResultListenerTest.java,19,4
struts,/core/src/test/java/org/apache/struts2/interceptor/validation/AnnotationValidationInterceptorTest.java,6,0
struts,/core/src/test/java/org/apache/struts2/result/PostbackResultTest.java,13,4
struts,/core/src/test/java/org/apache/struts2/result/StrutsResultSupportTest.java,9,1
struts,/core/src/test/java/org/apache/struts2/result/PlainResultTest.java,7,1
struts,/core/src/test/java/org/apache/struts2/result/ServletRedirectResultTest.java,35,5
struts,/core/src/test/java/org/apache/struts2/result/PlainTextResultTest.java,12,0
struts,/core/src/test/java/org/apache/struts2/result/HttpHeaderResultTest.java,10,0
struts,/core/src/test/java/org/apache/struts2/result/ServletActionRedirectResultTest.java,18,4
struts,/core/src/test/java/org/apache/struts2/result/ServletDispatcherResultTest.java,15,0
struts,/core/src/test/java/org/apache/struts2/result/StreamResultTest.java,14,1
struts,/core/src/test/java/org/apache/struts2/util/InvocationSessionStoreTest.java,13,0
struts,/core/src/test/java/org/apache/struts2/util/StrutsUtilTest.java,12,1
struts,/core/src/test/java/org/apache/struts2/views/TemplateEngineManagerTest.java,10,0
struts,/core/src/test/java/org/apache/struts2/views/freemarker/FreemarkerThemeTemplateLoaderTest.java,11,2
struts,/core/src/test/java/org/apache/struts2/views/freemarker/FreemarkerResultMockedTest.java,25,2
struts,/core/src/test/java/org/apache/struts2/views/freemarker/FreeMarkerResultTest.java,12,1
struts,/core/src/test/java/org/apache/struts2/views/freemarker/tags/TagModelTest.java,23,2
struts,/core/src/test/java/org/apache/struts2/views/jsp/ElseTagTest.java,9,0
struts,/core/src/test/java/org/apache/struts2/views/jsp/AnchorTagTest.java,10,0
struts,/core/src/test/java/org/apache/struts2/views/jsp/I18nTagTest.java,9,0
struts,/core/src/test/java/org/apache/struts2/views/jsp/BeanTagTest.java,6,0
struts,/core/src/test/java/org/apache/struts2/views/jsp/IfTagTest.java,8,0
struts,/core/src/test/java/org/apache/struts2/views/jsp/AbstractTagTest.java,22,0
struts,/core/src/test/java/org/apache/struts2/views/jsp/PropertyTagTest.java,7,0
struts,/core/src/test/java/org/apache/struts2/views/jsp/AbstractUITagTest.java,10,0
struts,/core/src/test/java/org/apache/struts2/views/jsp/StrutsMockPageContext.java,6,0
struts,/core/src/test/java/org/apache/struts2/views/jsp/IteratorTagTest.java,11,0
struts,/core/src/test/java/org/apache/struts2/views/jsp/URLTagTest.java,26,0
struts,/core/src/test/java/org/apache/struts2/views/jsp/StrutsMockHttpServletRequest.java,10,0
struts,/core/src/test/java/org/apache/struts2/views/jsp/ActionTagTest.java,19,0
struts,/core/src/test/java/org/apache/struts2/views/jsp/IncludeTagTest.java,7,1
struts,/core/src/test/java/org/apache/struts2/views/jsp/ElseIfTagTest.java,8,0
struts,/core/src/test/java/org/apache/struts2/views/jsp/ui/FormTagTest.java,14,2
struts,/core/src/test/java/org/apache/struts2/views/jsp/ui/HiddenTest.java,6,0
struts,/core/src/test/java/org/apache/struts2/views/jsp/ui/JspTemplateTest.java,7,0
struts,/core/src/test/java/org/apache/struts2/views/util/ResourceUtilTest.java,3,1
struts,/core/src/test/java/org/apache/struts2/views/util/DefaultUrlHelperTest.java,13,0
struts,/core/src/test/java/org/apache/struts2/views/xslt/XSLTResultTest.java,19,3
struts,/embeddedjsp/src/test/java/org/apache/struts2/EmbeddedJSPResultTest.java,34,7
struts,/jasperreports/src/test/java/org/apache/struts2/views/jasperreports/JasperReportsResultTest.java,21,1
struts,/javatemplates/src/test/java/org/apache/struts2/views/java/simple/AbstractTest.java,21,5
struts,/javatemplates/src/test/java/org/apache/struts2/views/java/simple/FormTest.java,4,1
struts,/jfreechart/src/test/java/org/apache/struts2/dispatcher/ChartResultTest.java,14,3
struts,/json/src/test/java/org/apache/struts2/json/StrutsMockHttpServletRequest.java,10,0
struts,/json/src/test/java/org/apache/struts2/json/JSONResultTest.java,26,3
struts,/json/src/test/java/org/apache/struts2/json/JSONActionRedirectResultTest.java,12,3
struts,/json/src/test/java/org/apache/struts2/json/JSONValidationInterceptorTest.java,21,0
struts,/json/src/test/java/org/apache/struts2/json/JSONInterceptorTest.java,11,3
struts,/junit/src/main/java/org/apache/struts2/StrutsTestCase.java,22,5
struts,/junit/src/main/java/org/apache/struts2/StrutsSpringJUnit4TestCase.java,4,0
struts,/junit/src/main/java/org/apache/struts2/StrutsJUnit4TestCase.java,29,5
struts,/junit/src/main/java/org/apache/struts2/StrutsRestTestCase.java,16,4
struts,/junit/src/main/java/org/apache/struts2/StrutsSpringTestCase.java,3,0
struts,/junit/src/test/java/org/apache/struts2/StrutsSpringJUnit4TestCaseTest.java,10,0
struts,/junit/src/test/java/org/apache/struts2/StrutsTestCaseTest.java,8,0
struts,/osgi/src/test/java/org/apache/struts2/osgi/host/FelixOsgiHostTest.java,11,1
struts,/osgi/src/test/java/org/apache/struts2/osgi/interceptor/OsgiInterceptorTest.java,9,6
struts,/portlet/src/test/java/org/apache/struts2/StrutsTestCasePortletTests.java,22,5
struts,/portlet/src/test/java/org/apache/struts2/portlet/PortletApplicationMapTest.java,14,1
struts,/portlet/src/test/java/org/apache/struts2/portlet/context/PortletActionContextTest.java,28,1
struts,/portlet/src/test/java/org/apache/struts2/portlet/dispatcher/Jsr286DispatcherTest.java,16,2
struts,/portlet/src/test/java/org/apache/struts2/portlet/dispatcher/Jsr168DispatcherTest.java,16,2
struts,/portlet/src/test/java/org/apache/struts2/portlet/interceptor/PortletAwareInterceptorTest.java,9,6
struts,/portlet/src/test/java/org/apache/struts2/portlet/interceptor/PortletStateInterceptorTest.java,18,3
struts,/portlet/src/test/java/org/apache/struts2/portlet/result/PortletResultTest.java,25,1
struts,/portlet/src/test/java/org/apache/struts2/portlet/util/PortletUrlHelperTest.java,22,2
struts,/portlet/src/test/java/org/apache/struts2/views/jsp/PortletUrlTagTest.java,31,2
struts,/portlet-mocks/src/main/java/org/apache/struts2/mock/web/portlet/MockPortletSession.java,10,1
struts,/portlet-mocks/src/test/java/org/apache/struts2/StrutsSpringPortletMockObjectsTest.java,66,1
struts,/rest/src/test/java/org/apache/struts2/rest/RestWorkflowInterceptorTest.java,9,0
struts,/rest/src/test/java/org/apache/struts2/rest/ContentTypeHandlerManagerTest.java,24,2
struts,/rest/src/test/java/org/apache/struts2/rest/DefaultContentTypeHandlerManagerTest.java,13,2
struts,/rest/src/test/java/org/apache/struts2/rest/DefaultHttpHeadersTest.java,8,2
struts,/rest/src/test/java/org/apache/struts2/rest/RestActionMapperTest.java,8,1
struts,/rest/src/test/java/org/apache/struts2/rest/RestActionInvocationTest.java,23,2
struts,/rest/src/test/java/org/apache/struts2/rest/handler/JuneauXmlHandlerTest.java,12,0
struts,/spring/src/test/java/org/apache/struts2/spring/StrutsSpringObjectFactoryTest.java,9,2
struts,/testng/src/main/java/org/apache/struts2/StrutsTestCase.java,7,1
struts,/velocity/src/test/java/org/apache/struts2/views/velocity/result/VelocityResultTest.java,12,0
struts,/velocity/src/test/java/org/apache/struts2/views/velocity/template/VelocityTemplateEngineTest.java,10,0
